stn_code,state,location,type,so2,no2,spm,Date
151,Andhra Pradesh,Hyderabad,Industrial Area,6,4.3,97,26-10-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",16.2,30.7,121,27-10-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",15.4,12.8,156,28-10-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,9.2,8.3,86,29-10-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",21.2,49.8,194,30-10-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",23.6,22.8,174,31-10-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,8.1,9.1,99,01-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",22.9,60,218,02-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",22.6,14.9,167,03-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.6,6.1,107,04-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",28.7,41.5,248,05-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",13.5,15.1,170,06-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,6.3,3.7,96,07-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.3,36.3,200,08-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",10.9,12.2,207,09-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.4,6.4,102,10-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",23.1,31.1,256,11-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",12.5,11.9,165,12-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,9.7,5.8,104,13-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",21.1,21.9,171,14-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",12.7,17.4,167,15-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,6.7,7.8,88,16-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",13.5,24.4,194,17-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.6,11.5,166,18-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,6.6,4.3,76,19-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",12.7,11.4,122,20-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",9.3,8.5,105,21-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,6.6,5,61,22-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.8,10.5,100,23-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.5,11.6,192,24-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.5,8.8,124,25-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.6,17.1,169,26-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.9,12.5,237,27-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.4,14.5,107,28-11-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.8,28.4,182,29-11-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.1,13.6,182,30-11-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.1,10.4,91,01-12-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",9.4,36.2,167,02-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.1,9.1,144,03-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7,8.1,66,04-12-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",12.1,22,166,05-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",9.3,15,188,06-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,9.7,12.7,88,07-12-2015
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",17.2,45.3,246,08-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",21.5,10,151,09-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.4,8.8,244,10-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",12.6,9.5,148,11-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.7,9.3,126,12-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.9,14.1,222,13-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.4,14.7,134,14-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.6,21.3,122,15-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.6,15.9,112,16-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.3,26.1,134,17-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.4,13.6,83,18-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.8,7.9,93,19-12-2015
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",9.3,19.4,173,20-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,16.3,7.4,83,21-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,11.8,7.2,116,22-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,11.7,8.2,53,23-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.9,8.3,61,24-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,10,12,119,25-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.8,6.7,84,26-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.9,13.1,76,27-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,11.2,13.4,54,28-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,7.4,18,75,29-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,6,11.3,52,30-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,8.2,13.3,64,31-12-2015
151,Andhra Pradesh,Hyderabad,Industrial Area,15.5,15.1,106,01-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",20.8,21.6,211,02-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",21.4,20.7,279,03-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",18.5,32.9,212,04-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",14.2,22.9,131,05-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",17.4,27.5,210,06-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",10.8,20.8,132,07-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.5,35.2,138,08-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.2,32.3,135,09-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",11.1,41.3,158,10-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.3,42,169,11-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",13.4,36.6,146,12-01-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",15.2,43.4,182,13-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.9,15.5,101,14-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.4,13.6,72,15-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.2,14.4,97,16-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.4,15.9,80,17-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.7,20.2,95,18-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.3,17.8,66,19-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.1,24.8,87,20-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.1,21.7,51,21-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.9,28.3,86,22-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.9,20.6,88,23-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",28.6,21.1,113,24-01-2016
150,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",13.9,22.7,125,25-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,12.6,13.4,78,26-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,8.1,12,74,27-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,8,15.5,90,28-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,8,9.6,89,29-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,8.2,12.5,72,30-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,6.1,11.5,60,31-01-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,7,17,58,01-02-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,7,15.8,46,02-02-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,8.7,18.5,67,03-02-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,7.3,18.7,76,04-02-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,18.3,22.5,82,05-02-2016
151,Andhra Pradesh,Hyderabad,Industrial Area,9.3,25.8,89,06-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",19.1,42.3,124,07-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",13.4,34.5,109,08-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",8.3,41.4,127,09-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.3,32.1,123,10-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.3,30.8,98,11-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.5,33.4,106,12-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6.3,34,89,13-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",6,35.6,79,14-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",10.3,48.3,94,15-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",7.2,44.8,125,16-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",25,49.3,149,17-02-2016
152,Andhra Pradesh,Hyderabad,"Residential, Rural and other Areas",14.4,48,161,18-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,12.9,55.8,370.7,19-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,10.4,48.9,285.7,20-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,7.6,50.1,221.3,21-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,7.3,48.5,186.7,22-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.8,110.3,270.7,23-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.9,134.1,235,24-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.2,41.6,219.3,25-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.3,45.7,222.3,26-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.1,79.5,182.3,27-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.2,41.6,157.7,28-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,86.2,317,29-02-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,81.3,179.7,01-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5,80.1,305.3,02-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,11.4,80.8,289.3,03-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,9.8,75.8,259.3,04-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,10.1,84.2,257,05-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.4,64.5,334.7,06-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.6,47.2,270,07-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.9,61.1,276.3,08-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.4,44.9,438.7,09-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.7,69.8,247.3,10-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.6,59.9,253.7,11-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.4,58.4,221.3,12-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.6,53.1,286.3,13-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.4,69.9,351.3,14-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,48.8,229.7,15-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5,50.3,181.7,16-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.2,53.5,238.3,17-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,46.6,244.3,18-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.6,56.4,306.3,19-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.1,59.5,355.3,20-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.7,58.7,397,21-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.8,60.7,308,22-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.8,52.6,273.3,23-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6.1,64.6,334,24-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,6,55.7,229.3,25-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.8,46.8,236.3,26-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.4,50.4,180.3,27-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.5,42.4,196.7,28-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.2,38,143,29-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.5,36.2,136.3,30-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,41.3,199.3,31-03-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.3,34.3,210.3,01-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5,24.8,211,02-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,24.5,183,03-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.2,29.2,166,04-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,23.3,149.3,05-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,26.8,211.3,06-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.7,23.1,211.7,07-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,23.3,164.3,08-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,29.8,130,09-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,22.7,156,10-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,23.6,205.7,11-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.7,23.6,146.7,12-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.8,22.4,97.7,13-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.8,28,220.3,14-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.1,14.1,179,15-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,27.9,187.7,16-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,29.3,277,17-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,28.7,133.7,18-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.7,29,130.3,19-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5,25.1,305.7,20-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.8,21.4,274,21-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.4,25.9,259.3,22-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,26.3,294.3,23-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,3.6,23.8,175.3,24-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.1,26.4,183.3,25-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4,23.1,163.7,26-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,3.6,25.7,222,27-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,3.6,24.7,192,28-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,3.5,25.2,204.7,29-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,5.1,32.1,308,30-04-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,26.6,236,01-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.5,23.4,249,02-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.5,27.6,227,03-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,26.5,181,04-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.8,27.4,244.7,05-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.2,24.2,266.3,06-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.1,26.7,198.3,07-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,29.9,237.7,08-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,29,301,09-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.7,37.8,195,10-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.6,35.9,213,11-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,34,261.7,12-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,33.5,328.7,13-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.5,30.9,287,14-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.4,36.7,253,15-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,31.6,336.7,16-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.4,33.9,272.7,17-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.4,31.3,217.3,18-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,3.9,33.1,337.3,19-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.2,30.5,277.7,20-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.4,35.1,362.3,21-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.7,34.2,340.3,22-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,35.9,426.7,23-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.1,32.9,452.3,24-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.3,32.2,413,25-05-2016
95,Andhra Pradesh,Hyderabad,Industrial Area,4.9,34.9,282,26-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.5,44.4,200,27-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.4,63.5,162.7,28-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3,47.5,224,29-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.7,38.2,187,30-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,60.7,167,31-05-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.3,46.2,168.7,01-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.3,41.8,112.3,02-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.5,37.2,163,03-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.2,68.7,69.3,04-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.6,46.6,130,05-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,57.5,151.7,06-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.6,82,135,07-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,71.7,175.3,08-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.7,73.2,219,09-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,5.1,59.6,228.3,10-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.6,79.8,182.7,11-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,5,55.9,199,12-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,44.8,295.3,13-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.3,60.1,205.3,14-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.2,45.6,211,15-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.6,56.3,242.7,16-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,60.7,217.7,17-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.8,63.4,270,18-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.9,64.8,234,19-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,57.2,181.3,20-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,55.4,204.7,21-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.4,48.7,164,22-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.4,37.1,198.3,23-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.5,54.5,229,24-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.7,50.2,264.3,25-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.4,51.8,288.7,26-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.9,59.1,382,27-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.6,70.9,235.7,28-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.7,54.2,169,29-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.7,49.8,179.7,30-06-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,52.9,98,01-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.5,49.9,292,02-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,51.7,300,03-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.6,37.7,231.3,04-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.4,33.1,110.7,05-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,30.9,172.3,06-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,35.4,214,07-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,30.5,219,08-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.4,21.6,157.7,09-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,25.3,158,10-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,25.4,178.3,11-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.2,29.6,145,12-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.7,27.5,171,13-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,22.6,213.7,14-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,28.1,189.7,15-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.3,22.4,265.3,16-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,24.4,143.3,17-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.8,19.6,87,18-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,23.5,122.7,19-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4.1,24.4,99.7,20-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.8,20.7,63,21-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,27.5,111.7,22-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.3,17.4,80.3,23-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,3.9,28.3,158,24-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,31.7,148.7,25-07-2016
203,Andhra Pradesh,Hyderabad,Industrial Area,4,23.5,105.7,26-07-2016
