stn_code,state,location,type,so2,no2,spm,Date
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.5,,21-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4,11,,22-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.8,15.3,,23-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.8,15.3,,24-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,16.5,,25-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",9,18.5,,26-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",8,14.8,,27-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,16,,28-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.3,17,,29-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14.5,,30-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,15.3,,01-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14.8,,02-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,15.5,,03-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,12,,04-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.8,14.8,,05-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,10.4,,06-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,11.3,,07-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,13,,08-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,9.1,,09-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,10.8,,10-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3,11,,11-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.5,7.5,,12-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.5,8,,13-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,9.9,,14-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,11.8,,15-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.5,8,,16-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12.8,,17-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.8,12.8,,18-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.8,12,,19-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4,10.8,,20-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,13,,21-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12.8,,22-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13.8,,23-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,15.3,,24-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.3,18,,25-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,12.5,,26-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,12.3,,27-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,17.3,,28-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.8,14.8,,29-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,15.5,,30-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.5,13.8,,31-10-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,16.3,,01-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15.8,,02-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",18.3,22,,03-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7,16.8,,04-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,15.3,,05-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",8.5,16.5,,06-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.3,10.9,,07-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",11.8,16.3,,08-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.3,16.8,,09-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.8,18,,10-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.3,16.3,,11-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",12,18.5,,12-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7,14.5,,13-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.8,15,,14-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,11.5,,15-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14.5,,16-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",9.3,16.8,,17-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",8,15.5,,18-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,15.8,,19-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.8,13.8,,20-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.8,16.5,,21-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7,13,,22-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14.3,,23-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.3,12.8,,24-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.3,,25-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.8,11.5,,26-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13.5,,27-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.3,13.5,,28-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,13.8,,29-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,11.5,,30-11-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7,13.3,,01-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13.3,,02-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,12.8,,03-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7,13.8,,04-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.8,15.3,,05-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.5,15.8,,06-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,14.3,,07-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.3,14,,08-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.5,15.8,,09-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.5,16.8,,10-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14,,11-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14,,12-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,13,,13-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.5,14.5,,14-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",7.5,14.8,,15-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,12.3,,16-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15.5,,17-12-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6.5,14.8,,18-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13.8,,19-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5,13.8,,20-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,13.5,,21-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5,13,,22-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",6,14.8,,23-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,14.8,,24-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,12.5,,25-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,14,,26-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",6,16.3,,27-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5,14.8,,28-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,15.5,,29-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",4,12.5,,30-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,12.8,,31-12-2019
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,13.8,,01-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,13.8,,02-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,14.3,,03-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13.5,,04-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,14.8,,05-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.5,,06-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5,14.5,,07-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,14,,08-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5,14.3,,09-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,17,,10-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,18,,11-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,17,,12-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,13.5,,13-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,14.3,,14-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,16.5,,15-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,12.8,,16-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,13.3,,17-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13.3,,18-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.5,13.5,,19-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.3,,20-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,13.8,,21-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,14,,22-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13,,23-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,15,,24-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.8,,25-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,15.3,,26-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",31.5,16,,27-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,17.5,,28-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,15.8,,29-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,16.5,,30-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13.8,,31-01-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,16.5,,01-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,16.3,,02-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,16.8,,03-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,19.8,,04-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,16.5,,05-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.3,17.8,,06-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,14,,07-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,13.8,,08-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,14.8,,09-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,15,,10-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.3,16.8,,11-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15.3,,12-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",9.5,18.8,,13-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,14.3,,14-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,15,,15-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.3,16.8,,16-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8,17.5,,17-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,17.3,,18-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,17.3,,19-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,17.8,,20-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.3,19.3,,21-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,18.5,,22-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,14.8,,23-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,15.3,,24-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,17.5,,25-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4,13.3,,26-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,15,,27-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4,16.5,,28-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,14.3,,29-02-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15.5,,01-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,14,,02-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,11.4,,03-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,15,,04-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,15,,05-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,13.3,,06-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15,,07-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,16.3,,08-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,15.3,,09-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,12.8,,10-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,14,,11-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,14,,12-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,11.5,,13-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.5,16.8,,14-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,16,,15-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.5,18.3,,16-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,20.3,,17-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,22.3,,18-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13,,19-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,10.5,,20-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4,9.4,,21-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12,,22-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.8,8.9,,23-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.8,9.5,,24-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.5,14.5,,25-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,11.5,,26-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,10.1,,27-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5,14.8,,28-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,13.5,,29-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,15.3,,30-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,16,,31-03-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,15.5,,01-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13,,02-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.3,15.3,,03-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.3,11.8,,04-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12.3,,05-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,16,,06-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,14.8,,07-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,12.8,,08-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,12.8,,09-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12,,10-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",2,11.9,,11-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3,12.5,,12-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.3,12.3,,13-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3.3,11.8,,14-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,14.5,,15-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,16,,16-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,14,,17-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,13.8,,18-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.8,19.8,,19-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,15,,20-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",13,20.5,,21-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,16,,22-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,12.9,,23-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,17.3,,24-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,13.5,,25-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.8,12.8,,26-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,13,,27-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12.3,,28-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,12.5,,29-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,15.8,,30-04-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.8,13.8,,01-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,15.3,,02-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5,15,,03-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,17.8,,04-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,16.8,,05-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.5,15.3,,06-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.8,17.5,,07-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,15.3,,08-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,17,,09-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.3,17,,10-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6,17,,11-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,14.3,,12-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",4.5,12.8,,13-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5.5,16,,14-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,17.5,,15-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,16.5,,16-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,17.5,,17-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.5,15.3,,18-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.8,14,,19-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,13.8,,20-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,21.3,,21-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.8,20.8,,22-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",9.8,22.8,,23-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8,19.8,,24-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.3,13.3,,25-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.3,15.3,,26-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",8.8,19.8,,27-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7.5,16.5,,28-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",7,5.9,,29-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.5,16.5,,30-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",5,17.3,,31-05-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",3,11.4,,01-06-2020
519,Assam,Guwahati,"Residential, Rural and other Areas",6.8,10.5,,02-06-2020
